date_id,full_date,day,month,month_name,month_short,quarter,year,day_of_week,day_name,week_of_year,day_of_year,week_start_date,week_end_date,year_month,month_year,is_weekend,weekday_type,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,is_leap_year,financial_year,financial_quarter,season,travel_season,is_public_holiday,is_long_weekend
20261017,2026-10-17,17,10,October,Oct,Q4,2026,6,Saturday,42,290,2026-10-12,2026-10-18,2026-10,Oct-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261018,2026-10-18,18,10,October,Oct,Q4,2026,7,Sunday,42,291,2026-10-12,2026-10-18,2026-10,Oct-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261019,2026-10-19,19,10,October,Oct,Q4,2026,1,Monday,43,292,2026-10-19,2026-10-25,2026-10,Oct-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261020,2026-10-20,20,10,October,Oct,Q4,2026,2,Tuesday,43,293,2026-10-19,2026-10-25,2026-10,Oct-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261021,2026-10-21,21,10,October,Oct,Q4,2026,3,Wednesday,43,294,2026-10-19,2026-10-25,2026-10,Oct-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261022,2026-10-22,22,10,October,Oct,Q4,2026,4,Thursday,43,295,2026-10-19,2026-10-25,2026-10,Oct-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261023,2026-10-23,23,10,October,Oct,Q4,2026,5,Friday,43,296,2026-10-19,2026-10-25,2026-10,Oct-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261024,2026-10-24,24,10,October,Oct,Q4,2026,6,Saturday,43,297,2026-10-19,2026-10-25,2026-10,Oct-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261025,2026-10-25,25,10,October,Oct,Q4,2026,7,Sunday,43,298,2026-10-19,2026-10-25,2026-10,Oct-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261026,2026-10-26,26,10,October,Oct,Q4,2026,1,Monday,44,299,2026-10-26,2026-11-01,2026-10,Oct-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261027,2026-10-27,27,10,October,Oct,Q4,2026,2,Tuesday,44,300,2026-10-26,2026-11-01,2026-10,Oct-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261028,2026-10-28,28,10,October,Oct,Q4,2026,3,Wednesday,44,301,2026-10-26,2026-11-01,2026-10,Oct-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261029,2026-10-29,29,10,October,Oct,Q4,2026,4,Thursday,44,302,2026-10-26,2026-11-01,2026-10,Oct-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261030,2026-10-30,30,10,October,Oct,Q4,2026,5,Friday,44,303,2026-10-26,2026-11-01,2026-10,Oct-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261031,2026-10-31,31,10,October,Oct,Q4,2026,6,Saturday,44,304,2026-10-26,2026-11-01,2026-10,Oct-2026,True,Weekend,False,True,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261101,2026-11-01,1,11,November,Nov,Q4,2026,7,Sunday,44,305,2026-10-26,2026-11-01,2026-11,Nov-2026,True,Weekend,True,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261102,2026-11-02,2,11,November,Nov,Q4,2026,1,Monday,45,306,2026-11-02,2026-11-08,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261103,2026-11-03,3,11,November,Nov,Q4,2026,2,Tuesday,45,307,2026-11-02,2026-11-08,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261104,2026-11-04,4,11,November,Nov,Q4,2026,3,Wednesday,45,308,2026-11-02,2026-11-08,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261105,2026-11-05,5,11,November,Nov,Q4,2026,4,Thursday,45,309,2026-11-02,2026-11-08,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261106,2026-11-06,6,11,November,Nov,Q4,2026,5,Friday,45,310,2026-11-02,2026-11-08,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261107,2026-11-07,7,11,November,Nov,Q4,2026,6,Saturday,45,311,2026-11-02,2026-11-08,2026-11,Nov-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261108,2026-11-08,8,11,November,Nov,Q4,2026,7,Sunday,45,312,2026-11-02,2026-11-08,2026-11,Nov-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261109,2026-11-09,9,11,November,Nov,Q4,2026,1,Monday,46,313,2026-11-09,2026-11-15,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261110,2026-11-10,10,11,November,Nov,Q4,2026,2,Tuesday,46,314,2026-11-09,2026-11-15,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261111,2026-11-11,11,11,November,Nov,Q4,2026,3,Wednesday,46,315,2026-11-09,2026-11-15,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261112,2026-11-12,12,11,November,Nov,Q4,2026,4,Thursday,46,316,2026-11-09,2026-11-15,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261113,2026-11-13,13,11,November,Nov,Q4,2026,5,Friday,46,317,2026-11-09,2026-11-15,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261114,2026-11-14,14,11,November,Nov,Q4,2026,6,Saturday,46,318,2026-11-09,2026-11-15,2026-11,Nov-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261115,2026-11-15,15,11,November,Nov,Q4,2026,7,Sunday,46,319,2026-11-09,2026-11-15,2026-11,Nov-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261116,2026-11-16,16,11,November,Nov,Q4,2026,1,Monday,47,320,2026-11-16,2026-11-22,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261117,2026-11-17,17,11,November,Nov,Q4,2026,2,Tuesday,47,321,2026-11-16,2026-11-22,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261118,2026-11-18,18,11,November,Nov,Q4,2026,3,Wednesday,47,322,2026-11-16,2026-11-22,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261119,2026-11-19,19,11,November,Nov,Q4,2026,4,Thursday,47,323,2026-11-16,2026-11-22,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261120,2026-11-20,20,11,November,Nov,Q4,2026,5,Friday,47,324,2026-11-16,2026-11-22,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261121,2026-11-21,21,11,November,Nov,Q4,2026,6,Saturday,47,325,2026-11-16,2026-11-22,2026-11,Nov-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261122,2026-11-22,22,11,November,Nov,Q4,2026,7,Sunday,47,326,2026-11-16,2026-11-22,2026-11,Nov-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261123,2026-11-23,23,11,November,Nov,Q4,2026,1,Monday,48,327,2026-11-23,2026-11-29,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261124,2026-11-24,24,11,November,Nov,Q4,2026,2,Tuesday,48,328,2026-11-23,2026-11-29,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261125,2026-11-25,25,11,November,Nov,Q4,2026,3,Wednesday,48,329,2026-11-23,2026-11-29,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261126,2026-11-26,26,11,November,Nov,Q4,2026,4,Thursday,48,330,2026-11-23,2026-11-29,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261127,2026-11-27,27,11,November,Nov,Q4,2026,5,Friday,48,331,2026-11-23,2026-11-29,2026-11,Nov-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261128,2026-11-28,28,11,November,Nov,Q4,2026,6,Saturday,48,332,2026-11-23,2026-11-29,2026-11,Nov-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261129,2026-11-29,29,11,November,Nov,Q4,2026,7,Sunday,48,333,2026-11-23,2026-11-29,2026-11,Nov-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261130,2026-11-30,30,11,November,Nov,Q4,2026,1,Monday,49,334,2026-11-30,2026-12-06,2026-11,Nov-2026,False,Weekday,False,True,False,False,False,False,False,FY2026-27,Q3,Post-Monsoon,Peak,False,False
20261201,2026-12-01,1,12,December,Dec,Q4,2026,2,Tuesday,49,335,2026-11-30,2026-12-06,2026-12,Dec-2026,False,Weekday,True,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261202,2026-12-02,2,12,December,Dec,Q4,2026,3,Wednesday,49,336,2026-11-30,2026-12-06,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261203,2026-12-03,3,12,December,Dec,Q4,2026,4,Thursday,49,337,2026-11-30,2026-12-06,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261204,2026-12-04,4,12,December,Dec,Q4,2026,5,Friday,49,338,2026-11-30,2026-12-06,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261205,2026-12-05,5,12,December,Dec,Q4,2026,6,Saturday,49,339,2026-11-30,2026-12-06,2026-12,Dec-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261206,2026-12-06,6,12,December,Dec,Q4,2026,7,Sunday,49,340,2026-11-30,2026-12-06,2026-12,Dec-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261207,2026-12-07,7,12,December,Dec,Q4,2026,1,Monday,50,341,2026-12-07,2026-12-13,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261208,2026-12-08,8,12,December,Dec,Q4,2026,2,Tuesday,50,342,2026-12-07,2026-12-13,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261209,2026-12-09,9,12,December,Dec,Q4,2026,3,Wednesday,50,343,2026-12-07,2026-12-13,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261210,2026-12-10,10,12,December,Dec,Q4,2026,4,Thursday,50,344,2026-12-07,2026-12-13,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261211,2026-12-11,11,12,December,Dec,Q4,2026,5,Friday,50,345,2026-12-07,2026-12-13,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261212,2026-12-12,12,12,December,Dec,Q4,2026,6,Saturday,50,346,2026-12-07,2026-12-13,2026-12,Dec-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261213,2026-12-13,13,12,December,Dec,Q4,2026,7,Sunday,50,347,2026-12-07,2026-12-13,2026-12,Dec-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261214,2026-12-14,14,12,December,Dec,Q4,2026,1,Monday,51,348,2026-12-14,2026-12-20,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261215,2026-12-15,15,12,December,Dec,Q4,2026,2,Tuesday,51,349,2026-12-14,2026-12-20,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261216,2026-12-16,16,12,December,Dec,Q4,2026,3,Wednesday,51,350,2026-12-14,2026-12-20,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261217,2026-12-17,17,12,December,Dec,Q4,2026,4,Thursday,51,351,2026-12-14,2026-12-20,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261218,2026-12-18,18,12,December,Dec,Q4,2026,5,Friday,51,352,2026-12-14,2026-12-20,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261219,2026-12-19,19,12,December,Dec,Q4,2026,6,Saturday,51,353,2026-12-14,2026-12-20,2026-12,Dec-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261220,2026-12-20,20,12,December,Dec,Q4,2026,7,Sunday,51,354,2026-12-14,2026-12-20,2026-12,Dec-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261221,2026-12-21,21,12,December,Dec,Q4,2026,1,Monday,52,355,2026-12-21,2026-12-27,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261222,2026-12-22,22,12,December,Dec,Q4,2026,2,Tuesday,52,356,2026-12-21,2026-12-27,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261223,2026-12-23,23,12,December,Dec,Q4,2026,3,Wednesday,52,357,2026-12-21,2026-12-27,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261224,2026-12-24,24,12,December,Dec,Q4,2026,4,Thursday,52,358,2026-12-21,2026-12-27,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261225,2026-12-25,25,12,December,Dec,Q4,2026,5,Friday,52,359,2026-12-21,2026-12-27,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261226,2026-12-26,26,12,December,Dec,Q4,2026,6,Saturday,52,360,2026-12-21,2026-12-27,2026-12,Dec-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261227,2026-12-27,27,12,December,Dec,Q4,2026,7,Sunday,52,361,2026-12-21,2026-12-27,2026-12,Dec-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261228,2026-12-28,28,12,December,Dec,Q4,2026,1,Monday,53,362,2026-12-28,2027-01-03,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261229,2026-12-29,29,12,December,Dec,Q4,2026,2,Tuesday,53,363,2026-12-28,2027-01-03,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261230,2026-12-30,30,12,December,Dec,Q4,2026,3,Wednesday,53,364,2026-12-28,2027-01-03,2026-12,Dec-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q3,Winter,Peak,False,False
20261231,2026-12-31,31,12,December,Dec,Q4,2026,4,Thursday,53,365,2026-12-28,2027-01-03,2026-12,Dec-2026,False,Weekday,False,True,False,True,False,True,False,FY2026-27,Q3,Winter,Peak,False,False
20270101,2027-01-01,1,1,January,Jan,Q1,2027,5,Friday,53,1,2026-12-28,2027-01-03,2027-01,Jan-2027,False,Weekday,True,False,True,False,True,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270102,2027-01-02,2,1,January,Jan,Q1,2027,6,Saturday,53,2,2026-12-28,2027-01-03,2027-01,Jan-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270103,2027-01-03,3,1,January,Jan,Q1,2027,7,Sunday,53,3,2026-12-28,2027-01-03,2027-01,Jan-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270104,2027-01-04,4,1,January,Jan,Q1,2027,1,Monday,1,4,2027-01-04,2027-01-10,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270105,2027-01-05,5,1,January,Jan,Q1,2027,2,Tuesday,1,5,2027-01-04,2027-01-10,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270106,2027-01-06,6,1,January,Jan,Q1,2027,3,Wednesday,1,6,2027-01-04,2027-01-10,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270107,2027-01-07,7,1,January,Jan,Q1,2027,4,Thursday,1,7,2027-01-04,2027-01-10,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270108,2027-01-08,8,1,January,Jan,Q1,2027,5,Friday,1,8,2027-01-04,2027-01-10,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270109,2027-01-09,9,1,January,Jan,Q1,2027,6,Saturday,1,9,2027-01-04,2027-01-10,2027-01,Jan-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270110,2027-01-10,10,1,January,Jan,Q1,2027,7,Sunday,1,10,2027-01-04,2027-01-10,2027-01,Jan-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270111,2027-01-11,11,1,January,Jan,Q1,2027,1,Monday,2,11,2027-01-11,2027-01-17,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270112,2027-01-12,12,1,January,Jan,Q1,2027,2,Tuesday,2,12,2027-01-11,2027-01-17,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270113,2027-01-13,13,1,January,Jan,Q1,2027,3,Wednesday,2,13,2027-01-11,2027-01-17,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270114,2027-01-14,14,1,January,Jan,Q1,2027,4,Thursday,2,14,2027-01-11,2027-01-17,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270115,2027-01-15,15,1,January,Jan,Q1,2027,5,Friday,2,15,2027-01-11,2027-01-17,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270116,2027-01-16,16,1,January,Jan,Q1,2027,6,Saturday,2,16,2027-01-11,2027-01-17,2027-01,Jan-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270117,2027-01-17,17,1,January,Jan,Q1,2027,7,Sunday,2,17,2027-01-11,2027-01-17,2027-01,Jan-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270118,2027-01-18,18,1,January,Jan,Q1,2027,1,Monday,3,18,2027-01-18,2027-01-24,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270119,2027-01-19,19,1,January,Jan,Q1,2027,2,Tuesday,3,19,2027-01-18,2027-01-24,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270120,2027-01-20,20,1,January,Jan,Q1,2027,3,Wednesday,3,20,2027-01-18,2027-01-24,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270121,2027-01-21,21,1,January,Jan,Q1,2027,4,Thursday,3,21,2027-01-18,2027-01-24,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270122,2027-01-22,22,1,January,Jan,Q1,2027,5,Friday,3,22,2027-01-18,2027-01-24,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270123,2027-01-23,23,1,January,Jan,Q1,2027,6,Saturday,3,23,2027-01-18,2027-01-24,2027-01,Jan-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270124,2027-01-24,24,1,January,Jan,Q1,2027,7,Sunday,3,24,2027-01-18,2027-01-24,2027-01,Jan-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270125,2027-01-25,25,1,January,Jan,Q1,2027,1,Monday,4,25,2027-01-25,2027-01-31,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270126,2027-01-26,26,1,January,Jan,Q1,2027,2,Tuesday,4,26,2027-01-25,2027-01-31,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270127,2027-01-27,27,1,January,Jan,Q1,2027,3,Wednesday,4,27,2027-01-25,2027-01-31,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270128,2027-01-28,28,1,January,Jan,Q1,2027,4,Thursday,4,28,2027-01-25,2027-01-31,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270129,2027-01-29,29,1,January,Jan,Q1,2027,5,Friday,4,29,2027-01-25,2027-01-31,2027-01,Jan-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270130,2027-01-30,30,1,January,Jan,Q1,2027,6,Saturday,4,30,2027-01-25,2027-01-31,2027-01,Jan-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270131,2027-01-31,31,1,January,Jan,Q1,2027,7,Sunday,4,31,2027-01-25,2027-01-31,2027-01,Jan-2027,True,Weekend,False,True,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270201,2027-02-01,1,2,February,Feb,Q1,2027,1,Monday,5,32,2027-02-01,2027-02-07,2027-02,Feb-2027,False,Weekday,True,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270202,2027-02-02,2,2,February,Feb,Q1,2027,2,Tuesday,5,33,2027-02-01,2027-02-07,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270203,2027-02-03,3,2,February,Feb,Q1,2027,3,Wednesday,5,34,2027-02-01,2027-02-07,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270204,2027-02-04,4,2,February,Feb,Q1,2027,4,Thursday,5,35,2027-02-01,2027-02-07,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270205,2027-02-05,5,2,February,Feb,Q1,2027,5,Friday,5,36,2027-02-01,2027-02-07,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270206,2027-02-06,6,2,February,Feb,Q1,2027,6,Saturday,5,37,2027-02-01,2027-02-07,2027-02,Feb-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270207,2027-02-07,7,2,February,Feb,Q1,2027,7,Sunday,5,38,2027-02-01,2027-02-07,2027-02,Feb-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270208,2027-02-08,8,2,February,Feb,Q1,2027,1,Monday,6,39,2027-02-08,2027-02-14,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270209,2027-02-09,9,2,February,Feb,Q1,2027,2,Tuesday,6,40,2027-02-08,2027-02-14,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270210,2027-02-10,10,2,February,Feb,Q1,2027,3,Wednesday,6,41,2027-02-08,2027-02-14,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270211,2027-02-11,11,2,February,Feb,Q1,2027,4,Thursday,6,42,2027-02-08,2027-02-14,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270212,2027-02-12,12,2,February,Feb,Q1,2027,5,Friday,6,43,2027-02-08,2027-02-14,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270213,2027-02-13,13,2,February,Feb,Q1,2027,6,Saturday,6,44,2027-02-08,2027-02-14,2027-02,Feb-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270214,2027-02-14,14,2,February,Feb,Q1,2027,7,Sunday,6,45,2027-02-08,2027-02-14,2027-02,Feb-2027,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270215,2027-02-15,15,2,February,Feb,Q1,2027,1,Monday,7,46,2027-02-15,2027-02-21,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
20270216,2027-02-16,16,2,February,Feb,Q1,2027,2,Tuesday,7,47,2027-02-15,2027-02-21,2027-02,Feb-2027,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q4,Winter,Off-Peak,False,False
